LastAccessTime,TextTyped,FillIntoEdit,URL,Contents,Description,Type,Keyword,TimesSelectedByUser,ID,SourceFile
2018-04-01 21:40:05,drop,dropbox,https://www.google.com/search?q=dropbox&rlz=1C1CHBF_enUS790US790&oq=&sourceid=chrome&ie=UTF-8,dropbox,,7,google.com,1,95d877d3-f5b7-45f3-8e2d-65d409ca4a82,C:\temp\2024LoneWolf\tout\D\Users\jcloudy\AppData\Local\Google\Chrome\User Data\Default\Shortcuts
2018-04-01 21:44:25,box,https://app.box.com/files,https://app.box.com/files,app.box.com/files,All Files | Powered By Box,1,,1,689a63eb-0189-4118-aacd-56272c3d6240,C:\temp\2024LoneWolf\tout\D\Users\jcloudy\AppData\Local\Google\Chrome\User Data\Default\Shortcuts
2018-04-01 21:48:43,dulles airport,dulles airport,https://www.google.com/search?q=dulles+airport&rlz=1C1CHBF_enUS790US790&oq=dulles+airport&aqs=chrome..69i57j0l5.2753j0j7&sourceid=chrome&ie=UTF-8,dulles airport,Google Search,7,google.com,1,ac182a5d-34fc-4b35-916e-1a77d1aaee25,C:\temp\2024LoneWolf\tout\D\Users\jcloudy\AppData\Local\Google\Chrome\User Data\Default\Shortcuts
2018-04-01 21:49:07,public buildins in reston va,public buildins in reston va,https://www.google.com/search?q=public+buildins+in+reston+va&rlz=1C1CHBF_enUS790US790&oq=public+buildins+in+reston+va&aqs=chrome..69i57.5076j1j7&sourceid=chrome&ie=UTF-8,public buildins in reston va,Google Search,7,google.com,1,e4b3386b-289d-4e92-91a8-c6c31e339c0d,C:\temp\2024LoneWolf\tout\D\Users\jcloudy\AppData\Local\Google\Chrome\User Data\Default\Shortcuts
2018-04-03 01:59:43,brietbart,brietbart,https://www.google.com/search?q=brietbart&rlz=1C1CHBF_enUS790US790&oq=brietbart&aqs=chrome..69i57j0l5.2432j0j7&sourceid=chrome&ie=UTF-8,brietbart,Google Search,7,google.com,1,60bf9b63-9aff-45b4-bf46-8ca3a7628a21,C:\temp\2024LoneWolf\tout\D\Users\jcloudy\AppData\Local\Google\Chrome\User Data\Default\Shortcuts
2018-04-03 02:02:02,foxnews,foxnews,https://www.google.com/search?q=foxnews&rlz=1C1CHBF_enUS790US790&oq=foxnews&aqs=chrome..69i57j0l5.1303j0j4&sourceid=chrome&ie=UTF-8,foxnews,Google Search,7,google.com,1,d740adda-3835-40b9-a65d-6b7f0031c06b,C:\temp\2024LoneWolf\tout\D\Users\jcloudy\AppData\Local\Google\Chrome\User Data\Default\Shortcuts
2018-04-03 02:04:29,hotels in bali,hotels in bali,https://www.google.com/search?q=hotels+in+bali&rlz=1C1CHBF_enUS790US790&oq=hotels+in+bali&aqs=chrome..69i57j0l5.2445j0j7&sourceid=chrome&ie=UTF-8,hotels in bali,Google Search,7,google.com,1,2a62a852-7ea7-47a9-922d-752a2c9cd2eb,C:\temp\2024LoneWolf\tout\D\Users\jcloudy\AppData\Local\Google\Chrome\User Data\Default\Shortcuts
2018-04-03 02:11:40,dulles to bali,dulles to bali,https://www.google.com/search?q=dulles+to+bali&rlz=1C1CHBF_enUS790US790&oq=dulles+to+bali&aqs=chrome..69i57j0l2.5728j1j4&sourceid=chrome&ie=UTF-8,dulles to bali,Google Search,7,google.com,1,bd3b87a5-b190-44ad-a340-de41a082f1ce,C:\temp\2024LoneWolf\tout\D\Users\jcloudy\AppData\Local\Google\Chrome\User Data\Default\Shortcuts
2018-04-03 02:14:42,fairfax democrate building,fairfax democrate building,https://www.google.com/search?q=fairfax+democrate+building&rlz=1C1CHBF_enUS790US790&oq=fairfax+democrate+building&aqs=chrome..69i57.7016j0j7&sourceid=chrome&ie=UTF-8,fairfax democrate building,Google Search,7,google.com,1,4d8000bd-698c-4177-9a62-c7e1e9b4ef3c,C:\temp\2024LoneWolf\tout\D\Users\jcloudy\AppData\Local\Google\Chrome\User Data\Default\Shortcuts
2018-04-03 02:18:06,expedia.com,www.expedia.com,http://www.expedia.com/,expedia.com,"Expedia Travel: Vacations, Cheap Flights, Airline Tickets & Airfares",1,,1,56906d5f-26bd-465b-b17f-bc3931193a1f,C:\temp\2024LoneWolf\tout\D\Users\jcloudy\AppData\Local\Google\Chrome\User Data\Default\Shortcuts
2018-04-03 02:20:24,anti-gun rally near me,anti-gun rally near me,https://www.google.com/search?q=anti-gun+rally+near+me&rlz=1C1CHBF_enUS790US790&oq=anti-gun+rally+near+me&aqs=chrome.0.0j69i57.6827j1j7&sourceid=chrome&ie=UTF-8,anti-gun rally near me,Google Search,7,google.com,1,36c6690e-da09-4edd-8905-4fb00c4c7e2c,C:\temp\2024LoneWolf\tout\D\Users\jcloudy\AppData\Local\Google\Chrome\User Data\Default\Shortcuts
2018-04-03 02:23:26,sterling va,sterling va,https://www.google.com/search?q=sterling+va&rlz=1C1CHBF_enUS790US790&oq=sterling+va&aqs=chrome..69i57j0l5.1381j0j7&sourceid=chrome&ie=UTF-8,sterling va,Google Search,7,google.com,1,5490bbf3-cf7c-4719-814f-54164322c718,C:\temp\2024LoneWolf\tout\D\Users\jcloudy\AppData\Local\Google\Chrome\User Data\Default\Shortcuts
2018-04-03 02:29:21,why is there a timespan on my flight departure,why is there a timespan on my flight departure,https://www.google.com/search?q=why+is+there+a+timespan+on+my+flight+departure&rlz=1C1CHBF_enUS790US790&oq=why+is+there+a+timespan+on+my+flight+departure&aqs=chrome..69i57.10575j1j7&sourceid=chrome&ie=UTF-8,why is there a timespan on my flight departure,Google Search,7,google.com,1,fb24cd87-3536-43e6-98a6-4e736a5d36d0,C:\temp\2024LoneWolf\tout\D\Users\jcloudy\AppData\Local\Google\Chrome\User Data\Default\Shortcuts
2018-04-03 02:29:50,booking.com,www.booking.com,http://www.booking.com/,booking.com,"Booking.com: 242,820 hotels worldwide. 16+ million hotel reviews.",1,,1,d36c9781-25e5-4a0a-848d-267f3751aebe,C:\temp\2024LoneWolf\tout\D\Users\jcloudy\AppData\Local\Google\Chrome\User Data\Default\Shortcuts
2018-04-03 02:46:42,cascades library meeting room b,cascades library meeting room b,https://www.google.com/search?q=cascades+library+meeting+room+b&rlz=1C1CHBF_enUS790US790&oq=cascades+library+meeting+room+b&aqs=chrome..69i57.8716j0j4&sourceid=chrome&ie=UTF-8,cascades library meeting room b,Google Search,7,google.com,1,004fb955-526a-49f5-b8b6-584fe7635117,C:\temp\2024LoneWolf\tout\D\Users\jcloudy\AppData\Local\Google\Chrome\User Data\Default\Shortcuts
2018-04-04 01:12:42,velcro tear away clothes,velcro tear away clothes,https://www.google.com/search?q=velcro+tear+away+clothes&rlz=1C1CHBF_enUS790US790&oq=velcro+tear+away+clothes&aqs=chrome..69i57j69i60.5931j1j4&sourceid=chrome&ie=UTF-8,velcro tear away clothes,Google Search,7,google.com,1,9bd627ea-9f45-4318-82f8-d36e024e45f1,C:\temp\2024LoneWolf\tout\D\Users\jcloudy\AppData\Local\Google\Chrome\User Data\Default\Shortcuts
2018-04-04 01:33:30,weather.com,www.weather.com,http://www.weather.com/,weather.com,"National and Local Weather Forecast, Hurricane, Radar and Report",1,,1,9a164577-0a4b-4c64-8550-d7267b98a019,C:\temp\2024LoneWolf\tout\D\Users\jcloudy\AppData\Local\Google\Chrome\User Data\Default\Shortcuts
2018-04-04 21:51:32,how do i set google drive to auto sync,how do i set google drive to auto sync,https://www.google.com/search?q=how+do+i+set+google+drive+to+auto+sync&rlz=1C1CHBF_enUS790US790&oq=how+do+i+set+google+drive+to+auto+sync&aqs=chrome..69i57j0.6585j1j7&sourceid=chrome&ie=UTF-8,how do i set google drive to auto sync,Google Search,7,google.com,1,ce50e02e-3bba-433a-a62d-325c03185fa4,C:\temp\2024LoneWolf\tout\D\Users\jcloudy\AppData\Local\Google\Chrome\User Data\Default\Shortcuts
2018-04-04 21:55:36,drive.google.com,drive.google.com,http://drive.google.com/,drive.google.com,,1,,1,193023a7-3037-4aa8-817f-8fbb5971e929,C:\temp\2024LoneWolf\tout\D\Users\jcloudy\AppData\Local\Google\Chrome\User Data\Default\Shortcuts
2018-04-04 21:57:21,onedrive,onedrive,https://www.google.com/search?q=onedrive&rlz=1C1CHBF_enUS790US790&oq=onedrive&aqs=chrome..69i57j69i60j0j35i39j0l2.3642j0j7&sourceid=chrome&ie=UTF-8,onedrive,Google Search,7,google.com,2,97798ed0-4e52-4547-b584-489224efc9a1,C:\temp\2024LoneWolf\tout\D\Users\jcloudy\AppData\Local\Google\Chrome\User Data\Default\Shortcuts
2018-04-04 21:59:44,get onedrive to automatically sync with folders,get onedrive to automatically sync with folders,https://www.google.com/search?q=get+onedrive+to+automatically+sync+with+folders&rlz=1C1CHBF_enUS790US790&oq=get+onedrive+to+automatically+sync+with+folders&aqs=chrome..69i57.8334j0j7&sourceid=chrome&ie=UTF-8,get onedrive to automatically sync with folders,Google Search,7,google.com,1,31532356-2243-4bf2-9092-29eef4312242,C:\temp\2024LoneWolf\tout\D\Users\jcloudy\AppData\Local\Google\Chrome\User Data\Default\Shortcuts
2018-04-04 22:02:44,"if i move my desktop to one drive, is it still on my desktop","if i move my desktop to one drive, is it still on my desktop",https://www.google.com/search?q=if+i+move+my+desktop+to+one+drive%2C+is+it+still+on+my+desktop&rlz=1C1CHBF_enUS790US790&oq=if+i+move+my+desktop+to+one+drive%2C+is+it+still+on+my+desktop&aqs=chrome..69i57.8897j1j7&sourceid=chrome&ie=UTF-8,"if i move my desktop to one drive, is it still on my desktop",Google Search,7,google.com,1,bae99155-73f9-404f-941e-cf4a6a376306,C:\temp\2024LoneWolf\tout\D\Users\jcloudy\AppData\Local\Google\Chrome\User Data\Default\Shortcuts
2018-04-04 22:05:40,box sync de3sktop,box sync de3sktop,https://www.google.com/search?q=box+sync+de3sktop&rlz=1C1CHBF_enUS790US790&oq=box+sync+de3sktop&aqs=chrome..69i57j0l5.10523j1j7&sourceid=chrome&ie=UTF-8,box sync de3sktop,Google Search,7,google.com,1,03445a30-db5f-47f1-8d63-b9a1bc842e46,C:\temp\2024LoneWolf\tout\D\Users\jcloudy\AppData\Local\Google\Chrome\User Data\Default\Shortcuts
2018-04-04 22:06:48,box sync,box sync de3sktop,https://www.google.com/search?q=box+sync+de3sktop&rlz=1C1CHBF_enUS790US790&oq=box+sync&aqs=chrome.0.69i59j69i57j35i39j0l3.3859j0j7&sourceid=chrome&ie=UTF-8,box sync de3sktop,Google Search,7,google.com,1,2653defc-4f6b-43b3-a810-082501bf97ce,C:\temp\2024LoneWolf\tout\D\Users\jcloudy\AppData\Local\Google\Chrome\User Data\Default\Shortcuts
2018-04-04 22:12:32,dropbo,https://www.dropbox.com/home,https://www.dropbox.com/home,dropbox.com/home,Files - Dropbox,1,,1,cffa5d21-f11d-48d1-8c4d-281dabbfb48e,C:\temp\2024LoneWolf\tout\D\Users\jcloudy\AppData\Local\Google\Chrome\User Data\Default\Shortcuts
2018-04-04 22:27:09,ama,www.amazon.com,http://www.amazon.com/,amazon.com,"Amazon.com: Online Shopping for Electronics, Apparel, Computers, Books, DVDs & more",1,,2,f0310fde-ae18-4215-b5c9-81b3bce747ee,C:\temp\2024LoneWolf\tout\D\Users\jcloudy\AppData\Local\Google\Chrome\User Data\Default\Shortcuts
2018-04-04 22:27:13,aws,aws.amazon.com,http://aws.amazon.com/,aws.amazon.com,Amazon Web Services (AWS) - Cloud Computing Services,1,,3,559fd87f-0714-4eea-bbc9-cf20416b9a76,C:\temp\2024LoneWolf\tout\D\Users\jcloudy\AppData\Local\Google\Chrome\User Data\Default\Shortcuts
2018-04-05 01:41:14,"gun control great ",gun control great britain,https://www.google.com/search?q=gun+control+great+britain&rlz=1C1CHBF_enUS790US790&oq=gun+control+great+&aqs=chrome.0.0j69i57j0l4.3379j0j7&sourceid=chrome&ie=UTF-8,gun control great britain,Google Search,7,google.com,1,ce852958-7c25-49c3-92ba-1d65fd752179,C:\temp\2024LoneWolf\tout\D\Users\jcloudy\AppData\Local\Google\Chrome\User Data\Default\Shortcuts
2018-04-05 01:50:27,uk wants to ban knives,uk wants to ban knives,https://www.google.com/search?q=uk+wants+to+ban+knives&rlz=1C1CHBF_enUS790US790&oq=uk+wants+to+ban+knives&aqs=chrome.0.0j69i57.2699j0j4&sourceid=chrome&ie=UTF-8,uk wants to ban knives,Google Search,7,google.com,1,95613552-f44d-4c2e-b05b-53885a7afa5b,C:\temp\2024LoneWolf\tout\D\Users\jcloudy\AppData\Local\Google\Chrome\User Data\Default\Shortcuts
2018-04-05 01:51:54,gun control in indonesia,gun control in indonesia,https://www.google.com/search?q=gun+control+in+indonesia&rlz=1C1CHBF_enUS790US790&oq=gun+control+in+indonesia&aqs=chrome..69i57.4917j0j7&sourceid=chrome&ie=UTF-8,gun control in indonesia,Google Search,7,google.com,1,79f52a15-44a4-4cdc-868b-5a0ce92cbf8f,C:\temp\2024LoneWolf\tout\D\Users\jcloudy\AppData\Local\Google\Chrome\User Data\Default\Shortcuts
2018-04-05 01:52:24,things to do in bali,things to do in bali,https://www.google.com/search?q=things+to+do+in+bali&rlz=1C1CHBF_enUS790US790&oq=things+to+do+in+bali&aqs=chrome..69i57j0l5.2978j1j9&sourceid=chrome&ie=UTF-8,things to do in bali,Google Search,7,google.com,1,72eb4a8b-4784-464f-8c78-39da37fe6ce6,C:\temp\2024LoneWolf\tout\D\Users\jcloudy\AppData\Local\Google\Chrome\User Data\Default\Shortcuts
2018-04-05 01:52:56,indonesia expat jobs,indonesia expat jobs,https://www.google.com/search?q=indonesia+expat+jobs&rlz=1C1CHBF_enUS790US790&oq=indonesia+expat+jobs&aqs=chrome.0.0j69i57.6193j0j7&sourceid=chrome&ie=UTF-8,indonesia expat jobs,Google Search,7,google.com,1,e240df90-fb59-4c92-aa3e-d0310905ac31,C:\temp\2024LoneWolf\tout\D\Users\jcloudy\AppData\Local\Google\Chrome\User Data\Default\Shortcuts
2018-04-05 01:54:43,is it legal to carry large sums of cash out of the country,is it legal to carry large sums of cash out of the country,https://www.google.com/search?q=is+it+legal+to+carry+large+sums+of+cash+out+of+the+country&rlz=1C1CHBF_enUS790US790&oq=is+it+legal+to+carry+large+sums+of+cash+out+of+the+country&aqs=chrome..69i57.9428j0j7&sourceid=chrome&ie=UTF-8,is it legal to carry large sums of cash out of the country,Google Search,7,google.com,1,aaeab52a-55f1-4d04-a532-b7a3f984b8d8,C:\temp\2024LoneWolf\tout\D\Users\jcloudy\AppData\Local\Google\Chrome\User Data\Default\Shortcuts
2018-04-05 01:57:11,transferring money to an overseas account,transferring money to an overseas account,https://www.google.com/search?q=transferring+money+to+an+overseas+account&rlz=1C1CHBF_enUS790US790&oq=transferring+money+to+an+overseas+account&aqs=chrome.0.0l6.6229j1j4&sourceid=chrome&ie=UTF-8,transferring money to an overseas account,Google Search,7,google.com,1,7dd9d51f-a045-4688-841a-997a30341939,C:\temp\2024LoneWolf\tout\D\Users\jcloudy\AppData\Local\Google\Chrome\User Data\Default\Shortcuts
2018-04-05 01:58:57,do indonesian banks cooperate with us government,do indonesian banks cooperate with us government,https://www.google.com/search?q=do+indonesian+banks+cooperate+with+us+government&rlz=1C1CHBF_enUS790US790&oq=do+indonesian+banks+cooperate+with+us+government&aqs=chrome..69i57.11054j0j4&sourceid=chrome&ie=UTF-8,do indonesian banks cooperate with us government,Google Search,7,google.com,1,13bd2a71-cb9b-48a1-ba62-39bcb8c9b5ac,C:\temp\2024LoneWolf\tout\D\Users\jcloudy\AppData\Local\Google\Chrome\User Data\Default\Shortcuts
2018-04-05 01:59:29,how to smuggle cash,how to smuggle cash through airport,https://www.google.com/search?q=how+to+smuggle+cash+through+airport&rlz=1C1CHBF_enUS790US790&oq=how+to+smuggle+cash&aqs=chrome.2.69i57j0l5.6268j0j9&sourceid=chrome&ie=UTF-8,how to smuggle cash through airport,,7,google.com,1,a28695eb-624e-4dea-b3db-481404e6eb45,C:\temp\2024LoneWolf\tout\D\Users\jcloudy\AppData\Local\Google\Chrome\User Data\Default\Shortcuts
2018-04-05 02:03:28,can i strap cash to myself and walk through tsa,can i strap cash to myself and walk through tsa,https://www.google.com/search?q=can+i+strap+cash+to+myself+and+walk+through+tsa&rlz=1C1CHBF_enUS790US790&oq=can+i+strap+cash+to+myself+and+walk+through+tsa&aqs=chrome..69i57.9343j0j4&sourceid=chrome&ie=UTF-8,can i strap cash to myself and walk through tsa,Google Search,7,google.com,1,99529b1b-04d1-4797-a6c7-124a5cfa4e9b,C:\temp\2024LoneWolf\tout\D\Users\jcloudy\AppData\Local\Google\Chrome\User Data\Default\Shortcuts
2018-04-05 03:54:49,youtube,www.youtube.com,http://www.youtube.com/,youtube.com,YouTube,1,,2,1124e26b-7a0e-4dc6-86c1-85ad415adf35,C:\temp\2024LoneWolf\tout\D\Users\jcloudy\AppData\Local\Google\Chrome\User Data\Default\Shortcuts
2018-04-05 04:20:28,jurassic world the lost world theme tune,jurassic world the lost world theme tune,https://www.google.com/search?q=jurassic+world+the+lost+world+theme+tune&rlz=1C1CHBF_enUS790US790&oq=jurassic+world+the+lost+world+theme+tune&aqs=chrome..69i57.6826j0j7&sourceid=chrome&ie=UTF-8,jurassic world the lost world theme tune,Google Search,7,google.com,1,62b5f5d0-6d5e-4791-a6a0-1170b8198d28,C:\temp\2024LoneWolf\tout\D\Users\jcloudy\AppData\Local\Google\Chrome\User Data\Default\Shortcuts
2018-04-05 04:21:33,jurassic world raptors indominus,jurassic world raptors indominus,https://www.google.com/search?q=jurassic+world+raptors+indominus&rlz=1C1CHBF_enUS790US790&oq=jurassic+world+raptors+indominus&aqs=chrome..69i57j0l5.14504j0j4&sourceid=chrome&ie=UTF-8,jurassic world raptors indominus,Google Search,7,google.com,1,746e4cf6-cbaf-41f7-9a47-dbf77b27d043,C:\temp\2024LoneWolf\tout\D\Users\jcloudy\AppData\Local\Google\Chrome\User Data\Default\Shortcuts
2018-04-05 04:25:00,giaccinio jurassic park game sound track,giaccinio jurassic park game sound track,https://www.google.com/search?q=giaccinio+jurassic+park+game+sound+track&rlz=1C1CHBF_enUS790US790&oq=giaccinio+jurassic+park+game+sound+track&aqs=chrome..69i57.11018j0j7&sourceid=chrome&ie=UTF-8,giaccinio jurassic park game sound track,Google Search,7,google.com,1,74e3511f-3d7c-4683-b6fd-5f0f0dcfd879,C:\temp\2024LoneWolf\tout\D\Users\jcloudy\AppData\Local\Google\Chrome\User Data\Default\Shortcuts
2018-04-05 04:37:55,one,onedrive,https://www.google.com/search?q=onedrive&rlz=1C1CHBF_enUS790US790&oq=one&aqs=chrome.0.69i59j69i60l2j69i57j69i60j35i39.933j0j7&sourceid=chrome&ie=UTF-8,onedrive,Google Search,7,google.com,1,1e376286-9769-4ba8-bb76-adad35afeb95,C:\temp\2024LoneWolf\tout\D\Users\jcloudy\AppData\Local\Google\Chrome\User Data\Default\Shortcuts
2018-04-05 23:38:24,ya,www.yahoo.com,http://www.yahoo.com/,yahoo.com,Yahoo,1,,3,cdf58bd3-be6d-47cf-8509-7cdd13db8eb9,C:\temp\2024LoneWolf\tout\D\Users\jcloudy\AppData\Local\Google\Chrome\User Data\Default\Shortcuts
2018-04-05 23:41:09,br,www.breitbart.com,http://www.breitbart.com/,breitbart.com,Breitbart News Network,1,,1,90f5b162-ff64-4b53-ac7a-4f6bd68eb8b3,C:\temp\2024LoneWolf\tout\D\Users\jcloudy\AppData\Local\Google\Chrome\User Data\Default\Shortcuts
2018-04-05 23:43:01,the blaze,the blaze,https://www.google.com/search?q=the+blaze&rlz=1C1CHBF_enUS790US790&oq=the+blaze&aqs=chrome.0.0j69i60j0l4.2275j1j4&sourceid=chrome&ie=UTF-8,the blaze,Google Search,7,google.com,1,e53d3e2c-9ba0-4624-8f67-3d228a39ecf9,C:\temp\2024LoneWolf\tout\D\Users\jcloudy\AppData\Local\Google\Chrome\User Data\Default\Shortcuts
2018-04-06 04:25:19,weather.com,https://weather.com,https://weather.com/,weather.com,"National and Local Weather Radar, Daily Forecast, Hurricane and information from The Weather Channel and weather.com",1,,1,69c5434d-324c-4cc9-8bcf-41fb2ada1943,C:\temp\2024LoneWolf\tout\D\Users\jcloudy\AppData\Local\Google\Chrome\User Data\Default\Shortcuts
