RecordNumber,EventRecordId,TimeCreated,EventId,Level,Provider,Channel,ProcessId,ThreadId,Computer,ChunkNumber,UserId,MapDescription,UserName,RemoteHost,PayloadData1,PayloadData2,PayloadData3,PayloadData4,PayloadData5,PayloadData6,ExecutableInfo,HiddenRecord,SourceFile,Keywords,ExtraDataOffset,Payload
442,442,2015-09-02 09:55:45.7400980,319,Info,Microsoft-Windows-TaskScheduler,Microsoft-Windows-TaskScheduler/Operational,3756,472,WIN-L0ZZQ76PMUF,2,S-1-5-19,,,,,,,,,,,False,M:\Forensics\TrainingImages\AliHadi\Challenge1\tout\M\Forensics\TrainingImages\AliHadi\Challenge1\s4a-challenge4\Windows\System32\winevt\logs\Microsoft-Windows-TaskScheduler%4Operational.evtx,Classic,0,"{""EventData"":{""@Name"":""TaskEngineProcessReceivedStartTask"",""Data"":[{""@Name"":""TaskEngineName"",""#text"":""S-1-5-19:NT AUTHORITY\\LocalService:Service:""},{""@Name"":""TaskName"",""#text"":""\\Microsoft\\Windows\\RAC\\RACAgent""}]}}"
443,443,2015-09-02 09:55:45.7400980,100,Info,Microsoft-Windows-TaskScheduler,Microsoft-Windows-TaskScheduler/Operational,3756,472,WIN-L0ZZQ76PMUF,2,S-1-5-19,Scheduled Task started,Context: NT AUTHORITY\LOCAL SERVICE,,Task: \Microsoft\Windows\RAC\RACAgent,Instance Id: db9359b1-9a46-4121-ab88-3d1db7ee780c,,,,,,False,M:\Forensics\TrainingImages\AliHadi\Challenge1\tout\M\Forensics\TrainingImages\AliHadi\Challenge1\s4a-challenge4\Windows\System32\winevt\logs\Microsoft-Windows-TaskScheduler%4Operational.evtx,Classic,0,"{""EventData"":{""@Name"":""TaskStartEvent"",""Data"":[{""@Name"":""TaskName"",""#text"":""\\Microsoft\\Windows\\RAC\\RACAgent""},{""@Name"":""UserContext"",""#text"":""NT AUTHORITY\\LOCAL SERVICE""},{""@Name"":""InstanceId"",""#text"":""db9359b1-9a46-4121-ab88-3d1db7ee780c""}]}}"
444,444,2015-09-02 09:55:45.7400980,200,Info,Microsoft-Windows-TaskScheduler,Microsoft-Windows-TaskScheduler/Operational,3756,2520,WIN-L0ZZQ76PMUF,2,S-1-5-19,Scheduled Task executed,,,Task: \Microsoft\Windows\RAC\RACAgent,Instance Id: db9359b1-9a46-4121-ab88-3d1db7ee780c,,,,,%windir%\system32\RacAgent.exe,False,M:\Forensics\TrainingImages\AliHadi\Challenge1\tout\M\Forensics\TrainingImages\AliHadi\Challenge1\s4a-challenge4\Windows\System32\winevt\logs\Microsoft-Windows-TaskScheduler%4Operational.evtx,Classic,0,"{""EventData"":{""@Name"":""ActionStart"",""Data"":[{""@Name"":""TaskName"",""#text"":""\\Microsoft\\Windows\\RAC\\RACAgent""},{""@Name"":""ActionName"",""#text"":""%windir%\\system32\\RacAgent.exe""},{""@Name"":""TaskInstanceId"",""#text"":""db9359b1-9a46-4121-ab88-3d1db7ee780c""}]}}"
445,445,2015-09-02 09:55:45.7557230,129,Info,Microsoft-Windows-TaskScheduler,Microsoft-Windows-TaskScheduler/Operational,3756,2520,WIN-L0ZZQ76PMUF,2,S-1-5-19,Scheduled Task created,,,Task: \Microsoft\Windows\RAC\RACAgent,ProcessID: 1184,,,,,C:\Windows\system32\RacAgent.exe,False,M:\Forensics\TrainingImages\AliHadi\Challenge1\tout\M\Forensics\TrainingImages\AliHadi\Challenge1\s4a-challenge4\Windows\System32\winevt\logs\Microsoft-Windows-TaskScheduler%4Operational.evtx,Classic,0,"{""EventData"":{""@Name"":""CreatedTaskProcess"",""Data"":[{""@Name"":""TaskName"",""#text"":""\\Microsoft\\Windows\\RAC\\RACAgent""},{""@Name"":""Path"",""#text"":""C:\\Windows\\system32\\RacAgent.exe""},{""@Name"":""ProcessID"",""#text"":""1184""},{""@Name"":""Priority"",""#text"":""7""}]}}"
446,446,2015-09-02 09:55:45.9275980,201,Info,Microsoft-Windows-TaskScheduler,Microsoft-Windows-TaskScheduler/Operational,3756,2520,WIN-L0ZZQ76PMUF,3,S-1-5-19,Scheduled Task completed,,,Task: \Microsoft\Windows\RAC\RACAgent,Instance Id: db9359b1-9a46-4121-ab88-3d1db7ee780c,,,,,C:\Windows\system32\RacAgent.exe,False,M:\Forensics\TrainingImages\AliHadi\Challenge1\tout\M\Forensics\TrainingImages\AliHadi\Challenge1\s4a-challenge4\Windows\System32\winevt\logs\Microsoft-Windows-TaskScheduler%4Operational.evtx,Classic,0,"{""EventData"":{""@Name"":""ActionSuccess"",""Data"":[{""@Name"":""TaskName"",""#text"":""\\Microsoft\\Windows\\RAC\\RACAgent""},{""@Name"":""TaskInstanceId"",""#text"":""db9359b1-9a46-4121-ab88-3d1db7ee780c""},{""@Name"":""ActionName"",""#text"":""C:\\Windows\\system32\\RacAgent.exe""},{""@Name"":""ResultCode"",""#text"":""0""}]}}"
447,447,2015-09-02 09:55:45.9275980,102,Info,Microsoft-Windows-TaskScheduler,Microsoft-Windows-TaskScheduler/Operational,3756,2520,WIN-L0ZZQ76PMUF,3,S-1-5-19,Scheduled Task completed,Context: NT AUTHORITY\LOCAL SERVICE,,Task: \Microsoft\Windows\RAC\RACAgent,Instance Id: db9359b1-9a46-4121-ab88-3d1db7ee780c,,,,,,False,M:\Forensics\TrainingImages\AliHadi\Challenge1\tout\M\Forensics\TrainingImages\AliHadi\Challenge1\s4a-challenge4\Windows\System32\winevt\logs\Microsoft-Windows-TaskScheduler%4Operational.evtx,Classic,0,"{""EventData"":{""@Name"":""TaskSuccessEvent"",""Data"":[{""@Name"":""TaskName"",""#text"":""\\Microsoft\\Windows\\RAC\\RACAgent""},{""@Name"":""UserContext"",""#text"":""NT AUTHORITY\\LOCAL SERVICE""},{""@Name"":""InstanceId"",""#text"":""db9359b1-9a46-4121-ab88-3d1db7ee780c""}]}}"
448,448,2015-09-02 09:55:45.9275980,314,Info,Microsoft-Windows-TaskScheduler,Microsoft-Windows-TaskScheduler/Operational,1024,1448,WIN-L0ZZQ76PMUF,3,S-1-5-18,,,,,,,,,,,False,M:\Forensics\TrainingImages\AliHadi\Challenge1\tout\M\Forensics\TrainingImages\AliHadi\Challenge1\s4a-challenge4\Windows\System32\winevt\logs\Microsoft-Windows-TaskScheduler%4Operational.evtx,Classic,0,"{""EventData"":{""@Name"":""TaskEngineIdle"",""Data"":{""@Name"":""TaskEngineName"",""#text"":""S-1-5-19:NT AUTHORITY\\LocalService:Service:""}}}"
449,449,2015-09-02 10:00:45.9744730,301,Info,Microsoft-Windows-TaskScheduler,Microsoft-Windows-TaskScheduler/Operational,3756,3840,WIN-L0ZZQ76PMUF,3,S-1-5-19,,,,,,,,,,,False,M:\Forensics\TrainingImages\AliHadi\Challenge1\tout\M\Forensics\TrainingImages\AliHadi\Challenge1\s4a-challenge4\Windows\System32\winevt\logs\Microsoft-Windows-TaskScheduler%4Operational.evtx,Classic,0,"{""EventData"":{""@Name"":""TaskEngineExitEvent"",""Data"":{""@Name"":""TaskEngineName"",""#text"":""S-1-5-19:NT AUTHORITY\\LocalService:Service:""}}}"
450,450,2015-09-02 10:00:45.9744730,318,Info,Microsoft-Windows-TaskScheduler,Microsoft-Windows-TaskScheduler/Operational,3756,3840,WIN-L0ZZQ76PMUF,3,S-1-5-19,,,,,,,,,,,False,M:\Forensics\TrainingImages\AliHadi\Challenge1\tout\M\Forensics\TrainingImages\AliHadi\Challenge1\s4a-challenge4\Windows\System32\winevt\logs\Microsoft-Windows-TaskScheduler%4Operational.evtx,Classic,0,"{""EventData"":{""@Name"":""TaskEngineProcessMainShutdown"",""Data"":{""@Name"":""TaskEngineName"",""#text"":""S-1-5-19:NT AUTHORITY\\LocalService:Service:""}}}"
451,451,2015-09-02 10:00:45.9744730,318,Info,Microsoft-Windows-TaskScheduler,Microsoft-Windows-TaskScheduler/Operational,1024,3948,WIN-L0ZZQ76PMUF,3,S-1-5-18,,,,,,,,,,,False,M:\Forensics\TrainingImages\AliHadi\Challenge1\tout\M\Forensics\TrainingImages\AliHadi\Challenge1\s4a-challenge4\Windows\System32\winevt\logs\Microsoft-Windows-TaskScheduler%4Operational.evtx,Classic,0,"{""EventData"":{""@Name"":""TaskEngineProcessMainShutdown"",""Data"":{""@Name"":""TaskEngineName"",""#text"":""S-1-5-19:NT AUTHORITY\\LocalService:Service:""}}}"
452,452,2015-09-02 10:01:40.0525980,124,Info,Microsoft-Windows-TaskScheduler,Microsoft-Windows-TaskScheduler/Operational,1024,1028,WIN-L0ZZQ76PMUF,3,S-1-5-18,,,,,,,,,,,False,M:\Forensics\TrainingImages\AliHadi\Challenge1\tout\M\Forensics\TrainingImages\AliHadi\Challenge1\s4a-challenge4\Windows\System32\winevt\logs\Microsoft-Windows-TaskScheduler%4Operational.evtx,Classic,0,"{""EventData"":{""@Name"":""SessionLockTrigger"",""Data"":[{""@Name"":""TaskName"",""#text"":""\\Microsoft\\Windows\\CertificateServicesClient\\UserTask-Roam""},{""@Name"":""UserName"",""#text"":""Administrator""},{""@Name"":""InstanceId"",""#text"":""ca1bd8a1-ff16-4528-9bf4-c9e297d519af""}]}}"
453,453,2015-09-02 10:01:40.0525980,319,Info,Microsoft-Windows-TaskScheduler,Microsoft-Windows-TaskScheduler/Operational,1444,3772,WIN-L0ZZQ76PMUF,3,S-1-5-21-3848053756-3249532031-1848221756-500,,,,,,,,,,,False,M:\Forensics\TrainingImages\AliHadi\Challenge1\tout\M\Forensics\TrainingImages\AliHadi\Challenge1\s4a-challenge4\Windows\System32\winevt\logs\Microsoft-Windows-TaskScheduler%4Operational.evtx,Classic,0,"{""EventData"":{""@Name"":""TaskEngineProcessReceivedStartTask"",""Data"":[{""@Name"":""TaskEngineName"",""#text"":""S-1-5-21-3848053756-3249532031-1848221756-500:WIN-L0ZZQ76PMUF\\Administrator:Interactive:[1]""},{""@Name"":""TaskName"",""#text"":""\\Microsoft\\Windows\\CertificateServicesClient\\UserTask-Roam""}]}}"
454,454,2015-09-02 10:01:40.0525980,100,Info,Microsoft-Windows-TaskScheduler,Microsoft-Windows-TaskScheduler/Operational,1444,3772,WIN-L0ZZQ76PMUF,3,S-1-5-21-3848053756-3249532031-1848221756-500,Scheduled Task started,Context: WIN-L0ZZQ76PMUF\Administrator,,Task: \Microsoft\Windows\CertificateServicesClient\UserTask-Roam,Instance Id: ca1bd8a1-ff16-4528-9bf4-c9e297d519af,,,,,,False,M:\Forensics\TrainingImages\AliHadi\Challenge1\tout\M\Forensics\TrainingImages\AliHadi\Challenge1\s4a-challenge4\Windows\System32\winevt\logs\Microsoft-Windows-TaskScheduler%4Operational.evtx,Classic,0,"{""EventData"":{""@Name"":""TaskStartEvent"",""Data"":[{""@Name"":""TaskName"",""#text"":""\\Microsoft\\Windows\\CertificateServicesClient\\UserTask-Roam""},{""@Name"":""UserContext"",""#text"":""WIN-L0ZZQ76PMUF\\Administrator""},{""@Name"":""InstanceId"",""#text"":""ca1bd8a1-ff16-4528-9bf4-c9e297d519af""}]}}"
455,455,2015-09-02 10:01:40.0682230,200,Info,Microsoft-Windows-TaskScheduler,Microsoft-Windows-TaskScheduler/Operational,1444,1812,WIN-L0ZZQ76PMUF,3,S-1-5-21-3848053756-3249532031-1848221756-500,Scheduled Task executed,,,Task: \Microsoft\Windows\CertificateServicesClient\UserTask-Roam,Instance Id: ca1bd8a1-ff16-4528-9bf4-c9e297d519af,,,,,Certificate Services Client Task Handler,False,M:\Forensics\TrainingImages\AliHadi\Challenge1\tout\M\Forensics\TrainingImages\AliHadi\Challenge1\s4a-challenge4\Windows\System32\winevt\logs\Microsoft-Windows-TaskScheduler%4Operational.evtx,Classic,0,"{""EventData"":{""@Name"":""ActionStart"",""Data"":[{""@Name"":""TaskName"",""#text"":""\\Microsoft\\Windows\\CertificateServicesClient\\UserTask-Roam""},{""@Name"":""ActionName"",""#text"":""Certificate Services Client Task Handler""},{""@Name"":""TaskInstanceId"",""#text"":""ca1bd8a1-ff16-4528-9bf4-c9e297d519af""}]}}"
456,456,2015-09-02 10:01:40.0682230,201,Info,Microsoft-Windows-TaskScheduler,Microsoft-Windows-TaskScheduler/Operational,1444,1812,WIN-L0ZZQ76PMUF,3,S-1-5-21-3848053756-3249532031-1848221756-500,Scheduled Task completed,,,Task: \Microsoft\Windows\CertificateServicesClient\UserTask-Roam,Instance Id: ca1bd8a1-ff16-4528-9bf4-c9e297d519af,,,,,Certificate Services Client Task Handler,False,M:\Forensics\TrainingImages\AliHadi\Challenge1\tout\M\Forensics\TrainingImages\AliHadi\Challenge1\s4a-challenge4\Windows\System32\winevt\logs\Microsoft-Windows-TaskScheduler%4Operational.evtx,Classic,0,"{""EventData"":{""@Name"":""ActionSuccess"",""Data"":[{""@Name"":""TaskName"",""#text"":""\\Microsoft\\Windows\\CertificateServicesClient\\UserTask-Roam""},{""@Name"":""TaskInstanceId"",""#text"":""ca1bd8a1-ff16-4528-9bf4-c9e297d519af""},{""@Name"":""ActionName"",""#text"":""Certificate Services Client Task Handler""},{""@Name"":""ResultCode"",""#text"":""0""}]}}"
457,457,2015-09-02 10:01:40.0682230,102,Info,Microsoft-Windows-TaskScheduler,Microsoft-Windows-TaskScheduler/Operational,1444,1812,WIN-L0ZZQ76PMUF,3,S-1-5-21-3848053756-3249532031-1848221756-500,Scheduled Task completed,Context: WIN-L0ZZQ76PMUF\Administrator,,Task: \Microsoft\Windows\CertificateServicesClient\UserTask-Roam,Instance Id: ca1bd8a1-ff16-4528-9bf4-c9e297d519af,,,,,,False,M:\Forensics\TrainingImages\AliHadi\Challenge1\tout\M\Forensics\TrainingImages\AliHadi\Challenge1\s4a-challenge4\Windows\System32\winevt\logs\Microsoft-Windows-TaskScheduler%4Operational.evtx,Classic,0,"{""EventData"":{""@Name"":""TaskSuccessEvent"",""Data"":[{""@Name"":""TaskName"",""#text"":""\\Microsoft\\Windows\\CertificateServicesClient\\UserTask-Roam""},{""@Name"":""UserContext"",""#text"":""WIN-L0ZZQ76PMUF\\Administrator""},{""@Name"":""InstanceId"",""#text"":""ca1bd8a1-ff16-4528-9bf4-c9e297d519af""}]}}"
458,458,2015-09-02 10:18:07.1619730,125,Info,Microsoft-Windows-TaskScheduler,Microsoft-Windows-TaskScheduler/Operational,1024,1028,WIN-L0ZZQ76PMUF,3,S-1-5-18,,,,,,,,,,,False,M:\Forensics\TrainingImages\AliHadi\Challenge1\tout\M\Forensics\TrainingImages\AliHadi\Challenge1\s4a-challenge4\Windows\System32\winevt\logs\Microsoft-Windows-TaskScheduler%4Operational.evtx,Classic,0,"{""EventData"":{""@Name"":""SessionUnlockTrigger"",""Data"":[{""@Name"":""TaskName"",""#text"":""\\Microsoft\\Windows\\CertificateServicesClient\\UserTask-Roam""},{""@Name"":""UserName"",""#text"":""Administrator""},{""@Name"":""InstanceId"",""#text"":""80e0f6a9-d7f9-4a09-8d73-e2851a238f39""}]}}"
459,459,2015-09-02 10:18:07.1775980,319,Info,Microsoft-Windows-TaskScheduler,Microsoft-Windows-TaskScheduler/Operational,1444,2276,WIN-L0ZZQ76PMUF,3,S-1-5-21-3848053756-3249532031-1848221756-500,,,,,,,,,,,False,M:\Forensics\TrainingImages\AliHadi\Challenge1\tout\M\Forensics\TrainingImages\AliHadi\Challenge1\s4a-challenge4\Windows\System32\winevt\logs\Microsoft-Windows-TaskScheduler%4Operational.evtx,Classic,0,"{""EventData"":{""@Name"":""TaskEngineProcessReceivedStartTask"",""Data"":[{""@Name"":""TaskEngineName"",""#text"":""S-1-5-21-3848053756-3249532031-1848221756-500:WIN-L0ZZQ76PMUF\\Administrator:Interactive:[1]""},{""@Name"":""TaskName"",""#text"":""\\Microsoft\\Windows\\CertificateServicesClient\\UserTask-Roam""}]}}"
460,460,2015-09-02 10:18:07.1775980,100,Info,Microsoft-Windows-TaskScheduler,Microsoft-Windows-TaskScheduler/Operational,1444,2276,WIN-L0ZZQ76PMUF,3,S-1-5-21-3848053756-3249532031-1848221756-500,Scheduled Task started,Context: WIN-L0ZZQ76PMUF\Administrator,,Task: \Microsoft\Windows\CertificateServicesClient\UserTask-Roam,Instance Id: 80e0f6a9-d7f9-4a09-8d73-e2851a238f39,,,,,,False,M:\Forensics\TrainingImages\AliHadi\Challenge1\tout\M\Forensics\TrainingImages\AliHadi\Challenge1\s4a-challenge4\Windows\System32\winevt\logs\Microsoft-Windows-TaskScheduler%4Operational.evtx,Classic,0,"{""EventData"":{""@Name"":""TaskStartEvent"",""Data"":[{""@Name"":""TaskName"",""#text"":""\\Microsoft\\Windows\\CertificateServicesClient\\UserTask-Roam""},{""@Name"":""UserContext"",""#text"":""WIN-L0ZZQ76PMUF\\Administrator""},{""@Name"":""InstanceId"",""#text"":""80e0f6a9-d7f9-4a09-8d73-e2851a238f39""}]}}"
461,461,2015-09-02 10:18:07.1775980,200,Info,Microsoft-Windows-TaskScheduler,Microsoft-Windows-TaskScheduler/Operational,1444,2360,WIN-L0ZZQ76PMUF,3,S-1-5-21-3848053756-3249532031-1848221756-500,Scheduled Task executed,,,Task: \Microsoft\Windows\CertificateServicesClient\UserTask-Roam,Instance Id: 80e0f6a9-d7f9-4a09-8d73-e2851a238f39,,,,,Certificate Services Client Task Handler,False,M:\Forensics\TrainingImages\AliHadi\Challenge1\tout\M\Forensics\TrainingImages\AliHadi\Challenge1\s4a-challenge4\Windows\System32\winevt\logs\Microsoft-Windows-TaskScheduler%4Operational.evtx,Classic,0,"{""EventData"":{""@Name"":""ActionStart"",""Data"":[{""@Name"":""TaskName"",""#text"":""\\Microsoft\\Windows\\CertificateServicesClient\\UserTask-Roam""},{""@Name"":""ActionName"",""#text"":""Certificate Services Client Task Handler""},{""@Name"":""TaskInstanceId"",""#text"":""80e0f6a9-d7f9-4a09-8d73-e2851a238f39""}]}}"
462,462,2015-09-02 10:18:07.1775980,201,Info,Microsoft-Windows-TaskScheduler,Microsoft-Windows-TaskScheduler/Operational,1444,2360,WIN-L0ZZQ76PMUF,3,S-1-5-21-3848053756-3249532031-1848221756-500,Scheduled Task completed,,,Task: \Microsoft\Windows\CertificateServicesClient\UserTask-Roam,Instance Id: 80e0f6a9-d7f9-4a09-8d73-e2851a238f39,,,,,Certificate Services Client Task Handler,False,M:\Forensics\TrainingImages\AliHadi\Challenge1\tout\M\Forensics\TrainingImages\AliHadi\Challenge1\s4a-challenge4\Windows\System32\winevt\logs\Microsoft-Windows-TaskScheduler%4Operational.evtx,Classic,0,"{""EventData"":{""@Name"":""ActionSuccess"",""Data"":[{""@Name"":""TaskName"",""#text"":""\\Microsoft\\Windows\\CertificateServicesClient\\UserTask-Roam""},{""@Name"":""TaskInstanceId"",""#text"":""80e0f6a9-d7f9-4a09-8d73-e2851a238f39""},{""@Name"":""ActionName"",""#text"":""Certificate Services Client Task Handler""},{""@Name"":""ResultCode"",""#text"":""0""}]}}"
463,463,2015-09-02 10:18:07.1775980,102,Info,Microsoft-Windows-TaskScheduler,Microsoft-Windows-TaskScheduler/Operational,1444,2360,WIN-L0ZZQ76PMUF,3,S-1-5-21-3848053756-3249532031-1848221756-500,Scheduled Task completed,Context: WIN-L0ZZQ76PMUF\Administrator,,Task: \Microsoft\Windows\CertificateServicesClient\UserTask-Roam,Instance Id: 80e0f6a9-d7f9-4a09-8d73-e2851a238f39,,,,,,False,M:\Forensics\TrainingImages\AliHadi\Challenge1\tout\M\Forensics\TrainingImages\AliHadi\Challenge1\s4a-challenge4\Windows\System32\winevt\logs\Microsoft-Windows-TaskScheduler%4Operational.evtx,Classic,0,"{""EventData"":{""@Name"":""TaskSuccessEvent"",""Data"":[{""@Name"":""TaskName"",""#text"":""\\Microsoft\\Windows\\CertificateServicesClient\\UserTask-Roam""},{""@Name"":""UserContext"",""#text"":""WIN-L0ZZQ76PMUF\\Administrator""},{""@Name"":""InstanceId"",""#text"":""80e0f6a9-d7f9-4a09-8d73-e2851a238f39""}]}}"
464,464,2015-09-02 10:39:10.0525980,124,Info,Microsoft-Windows-TaskScheduler,Microsoft-Windows-TaskScheduler/Operational,1024,1028,WIN-L0ZZQ76PMUF,3,S-1-5-18,,,,,,,,,,,False,M:\Forensics\TrainingImages\AliHadi\Challenge1\tout\M\Forensics\TrainingImages\AliHadi\Challenge1\s4a-challenge4\Windows\System32\winevt\logs\Microsoft-Windows-TaskScheduler%4Operational.evtx,Classic,0,"{""EventData"":{""@Name"":""SessionLockTrigger"",""Data"":[{""@Name"":""TaskName"",""#text"":""\\Microsoft\\Windows\\CertificateServicesClient\\UserTask-Roam""},{""@Name"":""UserName"",""#text"":""Administrator""},{""@Name"":""InstanceId"",""#text"":""69e685e9-2c65-41ce-bd6f-2f2306cfc610""}]}}"
465,465,2015-09-02 10:39:10.0682230,319,Info,Microsoft-Windows-TaskScheduler,Microsoft-Windows-TaskScheduler/Operational,1444,4000,WIN-L0ZZQ76PMUF,3,S-1-5-21-3848053756-3249532031-1848221756-500,,,,,,,,,,,False,M:\Forensics\TrainingImages\AliHadi\Challenge1\tout\M\Forensics\TrainingImages\AliHadi\Challenge1\s4a-challenge4\Windows\System32\winevt\logs\Microsoft-Windows-TaskScheduler%4Operational.evtx,Classic,0,"{""EventData"":{""@Name"":""TaskEngineProcessReceivedStartTask"",""Data"":[{""@Name"":""TaskEngineName"",""#text"":""S-1-5-21-3848053756-3249532031-1848221756-500:WIN-L0ZZQ76PMUF\\Administrator:Interactive:[1]""},{""@Name"":""TaskName"",""#text"":""\\Microsoft\\Windows\\CertificateServicesClient\\UserTask-Roam""}]}}"
466,466,2015-09-02 10:39:10.0682230,100,Info,Microsoft-Windows-TaskScheduler,Microsoft-Windows-TaskScheduler/Operational,1444,4000,WIN-L0ZZQ76PMUF,3,S-1-5-21-3848053756-3249532031-1848221756-500,Scheduled Task started,Context: WIN-L0ZZQ76PMUF\Administrator,,Task: \Microsoft\Windows\CertificateServicesClient\UserTask-Roam,Instance Id: 69e685e9-2c65-41ce-bd6f-2f2306cfc610,,,,,,False,M:\Forensics\TrainingImages\AliHadi\Challenge1\tout\M\Forensics\TrainingImages\AliHadi\Challenge1\s4a-challenge4\Windows\System32\winevt\logs\Microsoft-Windows-TaskScheduler%4Operational.evtx,Classic,0,"{""EventData"":{""@Name"":""TaskStartEvent"",""Data"":[{""@Name"":""TaskName"",""#text"":""\\Microsoft\\Windows\\CertificateServicesClient\\UserTask-Roam""},{""@Name"":""UserContext"",""#text"":""WIN-L0ZZQ76PMUF\\Administrator""},{""@Name"":""InstanceId"",""#text"":""69e685e9-2c65-41ce-bd6f-2f2306cfc610""}]}}"
467,467,2015-09-02 10:39:10.0682230,200,Info,Microsoft-Windows-TaskScheduler,Microsoft-Windows-TaskScheduler/Operational,1444,3832,WIN-L0ZZQ76PMUF,3,S-1-5-21-3848053756-3249532031-1848221756-500,Scheduled Task executed,,,Task: \Microsoft\Windows\CertificateServicesClient\UserTask-Roam,Instance Id: 69e685e9-2c65-41ce-bd6f-2f2306cfc610,,,,,Certificate Services Client Task Handler,False,M:\Forensics\TrainingImages\AliHadi\Challenge1\tout\M\Forensics\TrainingImages\AliHadi\Challenge1\s4a-challenge4\Windows\System32\winevt\logs\Microsoft-Windows-TaskScheduler%4Operational.evtx,Classic,0,"{""EventData"":{""@Name"":""ActionStart"",""Data"":[{""@Name"":""TaskName"",""#text"":""\\Microsoft\\Windows\\CertificateServicesClient\\UserTask-Roam""},{""@Name"":""ActionName"",""#text"":""Certificate Services Client Task Handler""},{""@Name"":""TaskInstanceId"",""#text"":""69e685e9-2c65-41ce-bd6f-2f2306cfc610""}]}}"
468,468,2015-09-02 10:39:10.0682230,201,Info,Microsoft-Windows-TaskScheduler,Microsoft-Windows-TaskScheduler/Operational,1444,3832,WIN-L0ZZQ76PMUF,3,S-1-5-21-3848053756-3249532031-1848221756-500,Scheduled Task completed,,,Task: \Microsoft\Windows\CertificateServicesClient\UserTask-Roam,Instance Id: 69e685e9-2c65-41ce-bd6f-2f2306cfc610,,,,,Certificate Services Client Task Handler,False,M:\Forensics\TrainingImages\AliHadi\Challenge1\tout\M\Forensics\TrainingImages\AliHadi\Challenge1\s4a-challenge4\Windows\System32\winevt\logs\Microsoft-Windows-TaskScheduler%4Operational.evtx,Classic,0,"{""EventData"":{""@Name"":""ActionSuccess"",""Data"":[{""@Name"":""TaskName"",""#text"":""\\Microsoft\\Windows\\CertificateServicesClient\\UserTask-Roam""},{""@Name"":""TaskInstanceId"",""#text"":""69e685e9-2c65-41ce-bd6f-2f2306cfc610""},{""@Name"":""ActionName"",""#text"":""Certificate Services Client Task Handler""},{""@Name"":""ResultCode"",""#text"":""0""}]}}"
469,469,2015-09-02 10:39:10.0682230,102,Info,Microsoft-Windows-TaskScheduler,Microsoft-Windows-TaskScheduler/Operational,1444,3832,WIN-L0ZZQ76PMUF,3,S-1-5-21-3848053756-3249532031-1848221756-500,Scheduled Task completed,Context: WIN-L0ZZQ76PMUF\Administrator,,Task: \Microsoft\Windows\CertificateServicesClient\UserTask-Roam,Instance Id: 69e685e9-2c65-41ce-bd6f-2f2306cfc610,,,,,,False,M:\Forensics\TrainingImages\AliHadi\Challenge1\tout\M\Forensics\TrainingImages\AliHadi\Challenge1\s4a-challenge4\Windows\System32\winevt\logs\Microsoft-Windows-TaskScheduler%4Operational.evtx,Classic,0,"{""EventData"":{""@Name"":""TaskSuccessEvent"",""Data"":[{""@Name"":""TaskName"",""#text"":""\\Microsoft\\Windows\\CertificateServicesClient\\UserTask-Roam""},{""@Name"":""UserContext"",""#text"":""WIN-L0ZZQ76PMUF\\Administrator""},{""@Name"":""InstanceId"",""#text"":""69e685e9-2c65-41ce-bd6f-2f2306cfc610""}]}}"
470,470,2015-09-02 10:55:45.6150980,310,Info,Microsoft-Windows-TaskScheduler,Microsoft-Windows-TaskScheduler/Operational,1024,1316,WIN-L0ZZQ76PMUF,3,S-1-5-18,,,,,,,,,,,False,M:\Forensics\TrainingImages\AliHadi\Challenge1\tout\M\Forensics\TrainingImages\AliHadi\Challenge1\s4a-challenge4\Windows\System32\winevt\logs\Microsoft-Windows-TaskScheduler%4Operational.evtx,Classic,0,"{""EventData"":{""@Name"":""TaskEngineProcessStarted"",""Data"":[{""@Name"":""TaskEngineName"",""#text"":""S-1-5-19:NT AUTHORITY\\LocalService:Service:""},{""@Name"":""Command"",""#text"":""taskeng.exe""},{""@Name"":""ProcessID"",""#text"":""3804""},{""@Name"":""ThreadID"",""#text"":""2528""}]}}"
471,471,2015-09-02 10:55:45.7400980,317,Info,Microsoft-Windows-TaskScheduler,Microsoft-Windows-TaskScheduler/Operational,3804,2528,WIN-L0ZZQ76PMUF,3,S-1-5-19,,,,,,,,,,,False,M:\Forensics\TrainingImages\AliHadi\Challenge1\tout\M\Forensics\TrainingImages\AliHadi\Challenge1\s4a-challenge4\Windows\System32\winevt\logs\Microsoft-Windows-TaskScheduler%4Operational.evtx,Classic,0,"{""EventData"":{""@Name"":""TaskEngineProcessMainStarted"",""Data"":{""@Name"":""TaskEngineName"",""#text"":""S-1-5-19:NT AUTHORITY\\LocalService:Service:""}}}"
472,472,2015-09-02 10:55:45.7400980,319,Info,Microsoft-Windows-TaskScheduler,Microsoft-Windows-TaskScheduler/Operational,3804,772,WIN-L0ZZQ76PMUF,3,S-1-5-19,,,,,,,,,,,False,M:\Forensics\TrainingImages\AliHadi\Challenge1\tout\M\Forensics\TrainingImages\AliHadi\Challenge1\s4a-challenge4\Windows\System32\winevt\logs\Microsoft-Windows-TaskScheduler%4Operational.evtx,Classic,0,"{""EventData"":{""@Name"":""TaskEngineProcessReceivedStartTask"",""Data"":[{""@Name"":""TaskEngineName"",""#text"":""S-1-5-19:NT AUTHORITY\\LocalService:Service:""},{""@Name"":""TaskName"",""#text"":""\\Microsoft\\Windows\\RAC\\RACAgent""}]}}"
