ID,VisitTime,LastVisitedTime,URLTitle,URL,VisitCount,TypedCount,Hidden,VisitID,FromVisitID,VisitDurationInSeconds,SourceFile
97,2021-02-13 21:12:43,2021-02-13 21:12:43,7z pack with password - Поиск в Google,https://www.google.com/search?q=7z+pack+with+password&oq=7z+pack+with+pass&aqs=chrome.1.69i57j33i22i29i30.23471j0j7&sourceid=chrome&ie=UTF-8,2,0,No,153,0,0,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\History
98,2021-02-13 21:12:47,2021-02-13 21:34:48,encryption - 7-Zip command to create and extract a password-protected ZIP file on Windows? - Stack Overflow,https://stackoverflow.com/questions/28160254/7-zip-command-to-create-and-extract-a-password-protected-zip-file-on-windows,1,0,No,154,0,0,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\History
99,2021-02-13 21:12:59,2021-02-13 21:13:00,anonymous file upload - Поиск в Google,https://www.google.com/search?q=anonymous+file+upload&oq=anonymous+file+upload&aqs=chrome..69i57j0i22i30l9.9613j1j7&sourceid=chrome&ie=UTF-8,2,0,No,155,0,0,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\History
99,2021-02-13 21:13:00,2021-02-13 21:13:00,anonymous file upload - Поиск в Google,https://www.google.com/search?q=anonymous+file+upload&oq=anonymous+file+upload&aqs=chrome..69i57j0i22i30l9.9613j1j7&sourceid=chrome&ie=UTF-8,2,0,No,156,0,0,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\History
100,2021-02-13 21:13:22,2021-02-13 21:34:45,Filebin,https://filebin.net/,1,0,No,157,0,0,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\History
101,2021-02-13 21:13:24,2021-02-13 21:13:24,Gofile,https://gofile.io/,1,0,No,158,0,0,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\History
102,2021-02-13 21:13:25,2021-02-13 21:34:47,Gofile,https://gofile.io/welcome,1,0,No,159,0,0,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\History
103,2021-02-13 21:13:36,2021-02-13 21:13:36,Anonymous File Upload - AnonFiles,http://anonfiles.com/,1,0,No,160,0,0,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\History
104,2021-02-13 21:13:36,2021-02-13 21:34:46,Anonymous File Upload - AnonFiles,https://anonfiles.com/,1,1,No,161,160,0,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\History
105,2021-02-13 21:22:06,2021-02-13 21:22:07,windows secure file delete - Поиск в Google,https://www.google.com/search?q=windows+secure+file+delete&oq=windows+secure+file+de&aqs=chrome.0.0i19j69i57j0i19i22i30l2.173735j0j7&sourceid=chrome&ie=UTF-8,2,0,No,162,0,0,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\History
105,2021-02-13 21:22:07,2021-02-13 21:22:07,windows secure file delete - Поиск в Google,https://www.google.com/search?q=windows+secure+file+delete&oq=windows+secure+file+de&aqs=chrome.0.0i19j69i57j0i19i22i30l2.173735j0j7&sourceid=chrome&ie=UTF-8,2,0,No,163,0,0,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\History
106,2021-02-13 21:22:09,2021-02-13 21:34:42,SDelete - Windows Sysinternals | Microsoft Docs,https://docs.microsoft.com/en-us/sysinternals/downloads/sdelete,1,0,No,164,0,0,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\History
106,2021-02-13 21:34:42,2021-02-13 21:34:42,SDelete - Windows Sysinternals | Microsoft Docs,https://docs.microsoft.com/en-us/sysinternals/downloads/sdelete,1,0,No,165,0,0,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\History
95,2021-02-13 21:34:44,2021-02-13 21:34:52,How Congo-Brazzaville's shark population came under threat - BBC News,https://www.bbc.com/news/world-africa-56040716,2,0,No,166,0,0.917142,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\History
4,2021-02-13 21:34:44,2021-02-13 21:34:44,/wstarnes/ — PM Continuous Integration,http://ci.pm.internal/wstarnes/,5,1,No,167,0,0,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\History
100,2021-02-13 21:34:45,2021-02-13 21:34:45,Filebin,https://filebin.net/,1,0,No,168,0,0,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\History
104,2021-02-13 21:34:46,2021-02-13 21:34:46,Anonymous File Upload - AnonFiles,https://anonfiles.com/,1,1,No,169,0,0,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\History
102,2021-02-13 21:34:47,2021-02-13 21:34:47,Gofile,https://gofile.io/welcome,1,0,No,170,0,0,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\History
98,2021-02-13 21:34:48,2021-02-13 21:34:48,encryption - 7-Zip command to create and extract a password-protected ZIP file on Windows? - Stack Overflow,https://stackoverflow.com/questions/28160254/7-zip-command-to-create-and-extract-a-password-protected-zip-file-on-windows,1,0,No,171,0,0,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\History
95,2021-02-13 21:34:52,2021-02-13 21:34:52,How Congo-Brazzaville's shark population came under threat - BBC News,https://www.bbc.com/news/world-africa-56040716,2,0,No,172,0,0,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\History
