Action,BatchKeyPath,Active,BatchValueName,Dir,Protocol,LPort,RPort,Name,Desc,App
Allow,ROOT\ControlSet001\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules,FALSE,Multiple,In,TCP,RPC,,"@FirewallAPI.dll,-28535","@FirewallAPI.dll,-28538",%SystemRoot%\system32\spoolsv.exe
Allow,ROOT\ControlSet001\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules,FALSE,Multiple,In,TCP,RPC-EPMap,,"@FirewallAPI.dll,-28539","@FirewallAPI.dll,-28542",
Allow,ROOT\ControlSet001\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules,FALSE,Multiple,In,ICMP,,,"@FirewallAPI.dll,-28543","@FirewallAPI.dll,-28547",
Allow,ROOT\ControlSet001\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules,FALSE,Multiple,Out,ICMP,,,"@FirewallAPI.dll,-28544","@FirewallAPI.dll,-28547",
Allow,ROOT\ControlSet001\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules,FALSE,Multiple,In,IPv6-ICMP,,,"@FirewallAPI.dll,-28545","@FirewallAPI.dll,-28547",
Allow,ROOT\ControlSet001\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules,FALSE,Multiple,Out,IPv6-ICMP,,,"@FirewallAPI.dll,-28546","@FirewallAPI.dll,-28547",
Allow,ROOT\ControlSet001\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules,FALSE,Multiple,In,UDP,5355,,"@FirewallAPI.dll,-28548","@FirewallAPI.dll,-28549",%SystemRoot%\system32\svchost.exe
Allow,ROOT\ControlSet001\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules,FALSE,Multiple,Out,UDP,,5355,"@FirewallAPI.dll,-28550","@FirewallAPI.dll,-28551",%SystemRoot%\system32\svchost.exe
Allow,ROOT\ControlSet001\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules,FALSE,Multiple,In,TCP,135,,"@FirewallAPI.dll,-36502","@FirewallAPI.dll,-36503",%SystemRoot%\system32\svchost.exe
Allow,ROOT\ControlSet001\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules,FALSE,Multiple,In,TCP,,,"@FirewallAPI.dll,-36504","@FirewallAPI.dll,-36505",%SystemRoot%\system32\RmtTpmVscMgrSvr.exe
Allow,ROOT\ControlSet001\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules,FALSE,Multiple,Out,TCP,,,"@FirewallAPI.dll,-36506","@FirewallAPI.dll,-36507",%SystemRoot%\system32\RmtTpmVscMgrSvr.exe
Allow,ROOT\ControlSet001\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules,FALSE,Multiple,In,TCP,135,,"@FirewallAPI.dll,-36502","@FirewallAPI.dll,-36503",%SystemRoot%\system32\svchost.exe
Allow,ROOT\ControlSet001\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules,FALSE,Multiple,In,TCP,,,"@FirewallAPI.dll,-36504","@FirewallAPI.dll,-36505",%SystemRoot%\system32\RmtTpmVscMgrSvr.exe
Allow,ROOT\ControlSet001\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules,FALSE,Multiple,Out,TCP,,,"@FirewallAPI.dll,-36506","@FirewallAPI.dll,-36507",%SystemRoot%\system32\RmtTpmVscMgrSvr.exe
Allow,ROOT\ControlSet001\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules,FALSE,Multiple,In,TCP,443,,"@sstpsvc.dll,-35002","@sstpsvc.dll,-35003",System
Allow,ROOT\ControlSet001\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules,FALSE,Multiple,In,TCP,,,"@FirewallAPI.dll,-32003","@FirewallAPI.dll,-32006",%SystemRoot%\system32\p2phost.exe
Allow,ROOT\ControlSet001\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules,FALSE,Multiple,Out,TCP,,,"@FirewallAPI.dll,-32007","@FirewallAPI.dll,-32010",%SystemRoot%\system32\p2phost.exe
Allow,ROOT\ControlSet001\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules,FALSE,Multiple,In,UDP,3702,,"@FirewallAPI.dll,-32011","@FirewallAPI.dll,-32014",%SystemRoot%\system32\p2phost.exe
Allow,ROOT\ControlSet001\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules,FALSE,Multiple,Out,UDP,,3702,"@FirewallAPI.dll,-32015","@FirewallAPI.dll,-32018",%SystemRoot%\system32\p2phost.exe
Allow,ROOT\ControlSet001\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules,FALSE,Multiple,In,UDP,3540,,"@FirewallAPI.dll,-32019","@FirewallAPI.dll,-32022",%SystemRoot%\system32\svchost.exe
Allow,ROOT\ControlSet001\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules,FALSE,Multiple,Out,UDP,,3540,"@FirewallAPI.dll,-32023","@FirewallAPI.dll,-32026",%SystemRoot%\system32\svchost.exe
Allow,ROOT\ControlSet001\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules,FALSE,Multiple,In,UDP,1900,,"@FirewallAPI.dll,-32027","@FirewallAPI.dll,-32030",%SystemRoot%\system32\svchost.exe
Allow,ROOT\ControlSet001\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules,FALSE,Multiple,Out,UDP,,1900,"@FirewallAPI.dll,-32031","@FirewallAPI.dll,-32034",%SystemRoot%\system32\svchost.exe
Allow,ROOT\ControlSet001\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules,FALSE,Multiple,In,TCP,3587,,"@%systemroot%\system32\provsvc.dll,-200","@%systemroot%\system32\provsvc.dll,-201",%systemroot%\system32\svchost.exe
Allow,ROOT\ControlSet001\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules,FALSE,Multiple,Out,TCP,,3587,"@%systemroot%\system32\provsvc.dll,-203","@%systemroot%\system32\provsvc.dll,-204",%systemroot%\system32\svchost.exe
Allow,ROOT\ControlSet001\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules,FALSE,Multiple,In,UDP,3540,,"@%systemroot%\system32\provsvc.dll,-205","@%systemroot%\system32\provsvc.dll,-206",%systemroot%\system32\svchost.exe
Allow,ROOT\ControlSet001\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules,FALSE,Multiple,Out,UDP,,3540,"@%systemroot%\system32\provsvc.dll,-207","@%systemroot%\system32\provsvc.dll,-208",%systemroot%\system32\svchost.exe
Allow,ROOT\ControlSet001\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules,FALSE,Multiple,In,TCP,,,"@FirewallAPI.dll,-33003","@FirewallAPI.dll,-33006",%SystemRoot%\system32\msra.exe
Allow,ROOT\ControlSet001\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules,FALSE,Multiple,Out,TCP,,,"@FirewallAPI.dll,-33007","@FirewallAPI.dll,-33010",%SystemRoot%\system32\msra.exe
Allow,ROOT\ControlSet001\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules,FALSE,Multiple,In,UDP,3540,,"@FirewallAPI.dll,-33039","@FirewallAPI.dll,-33040",%systemroot%\system32\svchost.exe
Allow,ROOT\ControlSet001\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules,FALSE,Multiple,Out,UDP,,,"@FirewallAPI.dll,-33037","@FirewallAPI.dll,-33038",%systemroot%\system32\svchost.exe
Allow,ROOT\ControlSet001\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules,TRUE,Multiple,In,TCP,,,"@FirewallAPI.dll,-33011","@FirewallAPI.dll,-33014",%SystemRoot%\system32\raserver.exe
Allow,ROOT\ControlSet001\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules,TRUE,Multiple,Out,TCP,,,"@FirewallAPI.dll,-33015","@FirewallAPI.dll,-33018",%SystemRoot%\system32\raserver.exe
Allow,ROOT\ControlSet001\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules,TRUE,Multiple,In,TCP,135,,"@FirewallAPI.dll,-33035","@FirewallAPI.dll,-33036",%SystemRoot%\system32\svchost.exe
Allow,ROOT\ControlSet001\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules,TRUE,Multiple,In,TCP,,,"@FirewallAPI.dll,-33003","@FirewallAPI.dll,-33006",%SystemRoot%\system32\msra.exe
Allow,ROOT\ControlSet001\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules,TRUE,Multiple,Out,TCP,,,"@FirewallAPI.dll,-33007","@FirewallAPI.dll,-33010",%SystemRoot%\system32\msra.exe
Allow,ROOT\ControlSet001\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules,TRUE,Multiple,In,UDP,1900,,"@FirewallAPI.dll,-33019","@FirewallAPI.dll,-33022",%SystemRoot%\system32\svchost.exe
Allow,ROOT\ControlSet001\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules,TRUE,Multiple,Out,UDP,,1900,"@FirewallAPI.dll,-33023","@FirewallAPI.dll,-33026",%SystemRoot%\system32\svchost.exe
Allow,ROOT\ControlSet001\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules,TRUE,Multiple,In,TCP,2869,,"@FirewallAPI.dll,-33027","@FirewallAPI.dll,-33030",System
Allow,ROOT\ControlSet001\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules,TRUE,Multiple,Out,TCP,,,"@FirewallAPI.dll,-33031","@FirewallAPI.dll,-33034",System
Allow,ROOT\ControlSet001\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules,TRUE,Multiple,In,UDP,3540,,"@FirewallAPI.dll,-33039","@FirewallAPI.dll,-33040",%systemroot%\system32\svchost.exe
Allow,ROOT\ControlSet001\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules,TRUE,Multiple,Out,UDP,,,"@FirewallAPI.dll,-33037","@FirewallAPI.dll,-33038",%systemroot%\system32\svchost.exe
Allow,ROOT\ControlSet001\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules,FALSE,Multiple,In,TCP,,,"@FirewallAPI.dll,-33503","@FirewallAPI.dll,-33506",%SystemRoot%\system32\msdtc.exe
Allow,ROOT\ControlSet001\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules,FALSE,Multiple,Out,TCP,,,"@FirewallAPI.dll,-33507","@FirewallAPI.dll,-33510",%SystemRoot%\system32\msdtc.exe
Allow,ROOT\ControlSet001\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules,FALSE,Multiple,In,TCP,RPC,,"@FirewallAPI.dll,-33511","@FirewallAPI.dll,-33512",%SystemRoot%\system32\svchost.exe
Allow,ROOT\ControlSet001\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules,FALSE,Multiple,In,TCP,RPC-EPMap,,"@FirewallAPI.dll,-33513","@FirewallAPI.dll,-33514",%SystemRoot%\system32\svchost.exe
Allow,ROOT\ControlSet001\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules,FALSE,Multiple,In,TCP,,,"@FirewallAPI.dll,-33503","@FirewallAPI.dll,-33506",%SystemRoot%\system32\msdtc.exe
Allow,ROOT\ControlSet001\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules,FALSE,Multiple,Out,TCP,,,"@FirewallAPI.dll,-33507","@FirewallAPI.dll,-33510",%SystemRoot%\system32\msdtc.exe
Allow,ROOT\ControlSet001\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules,FALSE,Multiple,In,TCP,RPC,,"@FirewallAPI.dll,-33511","@FirewallAPI.dll,-33512",%SystemRoot%\system32\svchost.exe
Allow,ROOT\ControlSet001\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules,FALSE,Multiple,In,TCP,RPC-EPMap,,"@FirewallAPI.dll,-33513","@FirewallAPI.dll,-33514",%SystemRoot%\system32\svchost.exe
Allow,ROOT\ControlSet001\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules,TRUE,Multiple,In,TCP,10247,,"@FirewallAPI.dll,-37102","@FirewallAPI.dll,-37103",System
Allow,ROOT\ControlSet001\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules,TRUE,Multiple,In,TCP,10247,,"@FirewallAPI.dll,-37102","@FirewallAPI.dll,-37103",System
Allow,ROOT\ControlSet001\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules,FALSE,Multiple,In,TCP,RPC,,"@FirewallAPI.dll,-29253","@FirewallAPI.dll,-29256",%SystemRoot%\system32\svchost.exe
Allow,ROOT\ControlSet001\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules,FALSE,Multiple,In,TCP,445,,"@FirewallAPI.dll,-29257","@FirewallAPI.dll,-29260",System
Allow,ROOT\ControlSet001\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules,FALSE,Multiple,In,TCP,RPC-EPMap,,"@FirewallAPI.dll,-29265","@FirewallAPI.dll,-29268",%SystemRoot%\system32\svchost.exe
Allow,ROOT\ControlSet001\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules,FALSE,Multiple,In,TCP,RPC,,"@FirewallAPI.dll,-29253","@FirewallAPI.dll,-29256",%SystemRoot%\system32\svchost.exe
Allow,ROOT\ControlSet001\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules,FALSE,Multiple,In,TCP,445,,"@FirewallAPI.dll,-29257","@FirewallAPI.dll,-29260",System
Allow,ROOT\ControlSet001\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules,FALSE,Multiple,In,TCP,RPC-EPMap,,"@FirewallAPI.dll,-29265","@FirewallAPI.dll,-29268",%SystemRoot%\system32\svchost.exe
Allow,ROOT\ControlSet001\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules,TRUE,Multiple,In,TCP,10246,,"@FirewallAPI.dll,-36002","@FirewallAPI.dll,-36003",System
Allow,ROOT\ControlSet001\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules,TRUE,Multiple,In,TCP,10246,,"@FirewallAPI.dll,-36002","@FirewallAPI.dll,-36003",System
Allow,ROOT\ControlSet001\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules,TRUE,Multiple,In,TCP,10246,,"@FirewallAPI.dll,-36002","@FirewallAPI.dll,-36003",System
Allow,ROOT\ControlSet001\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules,TRUE,Multiple,In,UDP,,,"@FirewallAPI.dll,-36004","@FirewallAPI.dll,-36005",%SystemRoot%\system32\mdeserver.exe
Allow,ROOT\ControlSet001\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules,TRUE,Multiple,In,UDP,,,"@FirewallAPI.dll,-36004","@FirewallAPI.dll,-36005",%SystemRoot%\system32\mdeserver.exe
Allow,ROOT\ControlSet001\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules,TRUE,Multiple,In,UDP,,,"@FirewallAPI.dll,-36004","@FirewallAPI.dll,-36005",%SystemRoot%\system32\mdeserver.exe
Allow,ROOT\ControlSet001\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules,TRUE,Multiple,Out,UDP,,,"@FirewallAPI.dll,-36006","@FirewallAPI.dll,-36007",%SystemRoot%\system32\mdeserver.exe
Allow,ROOT\ControlSet001\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules,TRUE,Multiple,Out,UDP,,,"@FirewallAPI.dll,-36006","@FirewallAPI.dll,-36007",%SystemRoot%\system32\mdeserver.exe
Allow,ROOT\ControlSet001\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules,TRUE,Multiple,Out,UDP,,,"@FirewallAPI.dll,-36006","@FirewallAPI.dll,-36007",%SystemRoot%\system32\mdeserver.exe
Allow,ROOT\ControlSet001\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules,TRUE,Multiple,In,TCP,"23554,23555,23556",,"@FirewallAPI.dll,-36008","@FirewallAPI.dll,-36009",%SystemRoot%\system32\mdeserver.exe
Allow,ROOT\ControlSet001\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules,TRUE,Multiple,In,TCP,"23554,23555,23556",,"@FirewallAPI.dll,-36008","@FirewallAPI.dll,-36009",%SystemRoot%\system32\mdeserver.exe
Allow,ROOT\ControlSet001\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules,TRUE,Multiple,In,TCP,"23554,23555,23556",,"@FirewallAPI.dll,-36008","@FirewallAPI.dll,-36009",%SystemRoot%\system32\mdeserver.exe
Allow,ROOT\ControlSet001\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules,TRUE,Multiple,In,UDP,,,"@FirewallAPI.dll,-36104","@FirewallAPI.dll,-36105",%SystemRoot%\system32\svchost.exe
Allow,ROOT\ControlSet001\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules,TRUE,Multiple,In,TCP,2869,,"@FirewallAPI.dll,-36106","@FirewallAPI.dll,-36107",System
Allow,ROOT\ControlSet001\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules,TRUE,Multiple,In,UDP,2177,,"@FirewallAPI.dll,-36010","@FirewallAPI.dll,-36011",%SystemRoot%\system32\svchost.exe
Allow,ROOT\ControlSet001\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules,TRUE,Multiple,Out,UDP,,2177,"@FirewallAPI.dll,-36012","@FirewallAPI.dll,-36013",%SystemRoot%\system32\svchost.exe
Allow,ROOT\ControlSet001\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules,TRUE,Multiple,In,TCP,2177,,"@FirewallAPI.dll,-36014","@FirewallAPI.dll,-36015",%SystemRoot%\system32\svchost.exe
Allow,ROOT\ControlSet001\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules,TRUE,Multiple,Out,TCP,,2177,"@FirewallAPI.dll,-36016","@FirewallAPI.dll,-36017",%SystemRoot%\system32\svchost.exe
Allow,ROOT\ControlSet001\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules,TRUE,Multiple,In,,,,"@FirewallAPI.dll,-36852","@FirewallAPI.dll,-36853",%SystemRoot%\system32\dashost.exe
Allow,ROOT\ControlSet001\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules,TRUE,Multiple,Out,,,,"@FirewallAPI.dll,-36854","@FirewallAPI.dll,-36855",%SystemRoot%\system32\dashost.exe
Allow,ROOT\ControlSet001\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules,TRUE,Multiple,In,,,,"@FirewallAPI.dll,-36856","@FirewallAPI.dll,-36857",%SystemRoot%\system32\spoolsv.exe
Allow,ROOT\ControlSet001\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules,TRUE,Multiple,Out,,,,"@FirewallAPI.dll,-36858","@FirewallAPI.dll,-36859",%SystemRoot%\system32\spoolsv.exe
Allow,ROOT\ControlSet001\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules,TRUE,Multiple,In,,,,"@FirewallAPI.dll,-36860","@FirewallAPI.dll,-36861",%SystemRoot%\system32\svchost.exe
Allow,ROOT\ControlSet001\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules,TRUE,Multiple,Out,,,,"@FirewallAPI.dll,-36862","@FirewallAPI.dll,-36863",%SystemRoot%\system32\svchost.exe
Allow,ROOT\ControlSet001\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules,FALSE,Multiple,In,GRE,,,"@FirewallAPI.dll,-33769","@FirewallAPI.dll,-33772",System
Allow,ROOT\ControlSet001\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules,FALSE,Multiple,Out,GRE,,,"@FirewallAPI.dll,-33773","@FirewallAPI.dll,-33776",System
Allow,ROOT\ControlSet001\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules,FALSE,Multiple,In,UDP,1701,,"@FirewallAPI.dll,-33753","@FirewallAPI.dll,-33756",System
Allow,ROOT\ControlSet001\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules,FALSE,Multiple,Out,UDP,,1701,"@FirewallAPI.dll,-33757","@FirewallAPI.dll,-33760",System
Allow,ROOT\ControlSet001\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules,FALSE,Multiple,In,TCP,1723,,"@FirewallAPI.dll,-33765","@FirewallAPI.dll,-33768",System
Allow,ROOT\ControlSet001\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules,FALSE,Multiple,Out,TCP,,1723,"@FirewallAPI.dll,-33761","@FirewallAPI.dll,-33764",System
Allow,ROOT\ControlSet001\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules,TRUE,Multiple,In,UDP,7235,7235,"@wlansvc.dll,-37376","@wlansvc.dll,-37888",%systemroot%\system32\svchost.exe
Allow,ROOT\ControlSet001\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules,TRUE,Multiple,Out,UDP,7235,7235,"@wlansvc.dll,-37377","@wlansvc.dll,-37889",%systemroot%\system32\svchost.exe
Allow,ROOT\ControlSet001\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules,FALSE,Multiple,In,TCP,RPC,,"@FirewallAPI.dll,-29503","@FirewallAPI.dll,-29506",%SystemRoot%\system32\services.exe
Allow,ROOT\ControlSet001\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules,FALSE,Multiple,In,TCP,445,,"@FirewallAPI.dll,-29507","@FirewallAPI.dll,-29510",System
Allow,ROOT\ControlSet001\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules,FALSE,Multiple,In,TCP,RPC-EPMap,,"@FirewallAPI.dll,-29515","@FirewallAPI.dll,-29518",%SystemRoot%\system32\svchost.exe
Allow,ROOT\ControlSet001\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules,FALSE,Multiple,In,TCP,RPC,,"@FirewallAPI.dll,-29503","@FirewallAPI.dll,-29506",%SystemRoot%\system32\services.exe
Allow,ROOT\ControlSet001\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules,FALSE,Multiple,In,TCP,445,,"@FirewallAPI.dll,-29507","@FirewallAPI.dll,-29510",System
Allow,ROOT\ControlSet001\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules,FALSE,Multiple,In,TCP,RPC-EPMap,,"@FirewallAPI.dll,-29515","@FirewallAPI.dll,-29518",%SystemRoot%\system32\svchost.exe
Allow,ROOT\ControlSet001\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules,FALSE,Multiple,In,TCP,,,"@FirewallAPI.dll,-34753","@FirewallAPI.dll,-34754",%systemroot%\system32\plasrv.exe
Allow,ROOT\ControlSet001\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules,FALSE,Multiple,In,TCP,135,,"@FirewallAPI.dll,-34755","@FirewallAPI.dll,-34756",%systemroot%\system32\svchost.exe
Allow,ROOT\ControlSet001\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules,FALSE,Multiple,In,TCP,,,"@FirewallAPI.dll,-34753","@FirewallAPI.dll,-34754",%systemroot%\system32\plasrv.exe
Allow,ROOT\ControlSet001\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules,FALSE,Multiple,In,TCP,135,,"@FirewallAPI.dll,-34755","@FirewallAPI.dll,-34756",%systemroot%\system32\svchost.exe
Allow,ROOT\ControlSet001\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules,FALSE,Multiple,In,TCP,5985,,"@FirewallAPI.dll,-30253","@FirewallAPI.dll,-30256",System
Allow,ROOT\ControlSet001\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules,FALSE,Multiple,In,TCP,5985,,"@FirewallAPI.dll,-30253","@FirewallAPI.dll,-30256",System
Allow,ROOT\ControlSet001\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules,FALSE,Multiple,In,TCP,80,,"@FirewallAPI.dll,-35001","@FirewallAPI.dll,-35002",System
Allow,ROOT\ControlSet001\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules,FALSE,Multiple,In,TCP,80,,"@FirewallAPI.dll,-35001","@FirewallAPI.dll,-35002",System
Allow,ROOT\ControlSet001\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules,TRUE,Multiple,In,IPv6-ICMP,,,"@FirewallAPI.dll,-25110","@FirewallAPI.dll,-25112",System
Allow,ROOT\ControlSet001\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules,TRUE,Multiple,In,IPv6-ICMP,,,"@FirewallAPI.dll,-25001","@FirewallAPI.dll,-25007",
Allow,ROOT\ControlSet001\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules,TRUE,Multiple,Out,IPv6-ICMP,,,"@FirewallAPI.dll,-25002","@FirewallAPI.dll,-25007",
Allow,ROOT\ControlSet001\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules,TRUE,Multiple,In,IPv6-ICMP,,,"@FirewallAPI.dll,-25113","@FirewallAPI.dll,-25115",System
Allow,ROOT\ControlSet001\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules,TRUE,Multiple,Out,IPv6-ICMP,,,"@FirewallAPI.dll,-25114","@FirewallAPI.dll,-25115",
Allow,ROOT\ControlSet001\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules,TRUE,Multiple,In,IPv6-ICMP,,,"@FirewallAPI.dll,-25116","@FirewallAPI.dll,-25118",System
Allow,ROOT\ControlSet001\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules,TRUE,Multiple,Out,IPv6-ICMP,,,"@FirewallAPI.dll,-25117","@FirewallAPI.dll,-25118",
Allow,ROOT\ControlSet001\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules,TRUE,Multiple,In,IPv6-ICMP,,,"@FirewallAPI.dll,-25019","@FirewallAPI.dll,-25025",System
Allow,ROOT\ControlSet001\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules,TRUE,Multiple,Out,IPv6-ICMP,,,"@FirewallAPI.dll,-25020","@FirewallAPI.dll,-25025",
Allow,ROOT\ControlSet001\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules,TRUE,Multiple,In,IPv6-ICMP,,,"@FirewallAPI.dll,-25026","@FirewallAPI.dll,-25032",System
Allow,ROOT\ControlSet001\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules,TRUE,Multiple,Out,IPv6-ICMP,,,"@FirewallAPI.dll,-25027","@FirewallAPI.dll,-25032",
Allow,ROOT\ControlSet001\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules,TRUE,Multiple,In,IPv6-ICMP,,,"@FirewallAPI.dll,-25012","@FirewallAPI.dll,-25018",System
Allow,ROOT\ControlSet001\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules,TRUE,Multiple,Out,IPv6-ICMP,,,"@FirewallAPI.dll,-25013","@FirewallAPI.dll,-25018",
Allow,ROOT\ControlSet001\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules,TRUE,Multiple,In,IPv6-ICMP,,,"@FirewallAPI.dll,-25009","@FirewallAPI.dll,-25011",System
Allow,ROOT\ControlSet001\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules,TRUE,Multiple,Out,IPv6-ICMP,,,"@FirewallAPI.dll,-25008","@FirewallAPI.dll,-25011",
Allow,ROOT\ControlSet001\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules,TRUE,Multiple,In,IPv6-ICMP,,,"@FirewallAPI.dll,-25061","@FirewallAPI.dll,-25067",System
Allow,ROOT\ControlSet001\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules,TRUE,Multiple,Out,IPv6-ICMP,,,"@FirewallAPI.dll,-25062","@FirewallAPI.dll,-25067",
Allow,ROOT\ControlSet001\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules,TRUE,Multiple,In,IPv6-ICMP,,,"@FirewallAPI.dll,-25068","@FirewallAPI.dll,-25074",System
