Extension,BatchKeyPath,OpensWithExecutables,BatchValueName,OpensWithProgramIDs,UserChoice
.wma,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,WMP11.AssocFile.WMA,AppXqj98qxeaynz6dv4459ayz6bnqxbyaqcs
.wmf,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,wmffile,(UserChoice key not present)
.wmv,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,WMP11.AssocFile.WMV,AppX6eg8h5sxqq90pv53845wmnbewywdqq5h
.wmx,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,WMP11.AssocFile.ASX,(UserChoice key not present)
.WPL,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,WMP11.AssocFile.WPL,AppXqj98qxeaynz6dv4459ayz6bnqxbyaqcs
.wvx,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,WMP11.AssocFile.WVX,(UserChoice key not present)
.xlam,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,Excel.AddInMacroEnabled,(UserChoice key not present)
.xls,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,Excel.Sheet.8,(UserChoice key not present)
.xlsb,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,Excel.SheetBinaryMacroEnabled.12,(UserChoice key not present)
.xlsm,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,Excel.SheetMacroEnabled.12,(UserChoice key not present)
.xlsx,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,Excel.Sheet.12,(UserChoice key not present)
.xlt,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,Excel.Template.8,(UserChoice key not present)
.xltm,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,Excel.TemplateMacroEnabled,(UserChoice key not present)
.xltx,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,Excel.Template,(UserChoice key not present)
.xml,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,xmlfile,(UserChoice key not present)
.xps,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,Windows.XPSReachViewer,Windows.XPSReachViewer
.xsl,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,xslfile,(UserChoice key not present)
.xvid,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,,AppX6eg8h5sxqq90pv53845wmnbewywdqq5h
.zip,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,CompressedFolder,(UserChoice key not present)
.zpl,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,,AppXqj98qxeaynz6dv4459ayz6bnqxbyaqcs
DDECache,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,,(UserChoice key not present)
http,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,URL:http,(UserChoice key not present)
https,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts,,Multiple,URL:https,(UserChoice key not present)
